Total Number of Aligned Reads:	251586	Total Number of Mapped Genomes:	17420
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|1042876|org|Pseudomonas_putida_S16	0.538996182188707	0.4376912864785799	110117.0	0.43705929582727177	0.0006319906513081014	0.53847189572938	0.37472731124748504	94276.14532750977	0.3624247772133585	0.02397589691000294
ti|351746|org|Pseudomonas_putida_F1	0.27314269623884097	0.37087914271859324	93308.0	0.3699927658931737	0.0008863768254195384	0.1630147484097115	0.10390133936496182	26140.122365473286	0.062050352563338185	0.08014356919701414
ti|1196325|org|Pseudomonas_putida_DOT-T1E	0.12157352153339439	0.03219972494494924	8101.0	0.03194533877083781	0.000254386174111437	0.16455851062582555	0.03744304950520592	9420.147052816736	0.021869261405642604	0.028018252207992495
ti|160488|org|Pseudomonas_putida_KT2440	0.022550039309204205	0.04896138894851065	12318.0	0.04875072539807462	0.00021066355043603381	0.03684554877197143	0.12662867861861776	31858.002738943567	0.08824815371284571	0.05157282201712337
ti|1215088|org|Pseudomonas_putida_HB3267	0.015844496544172876	0.014754398098463349	3712.0	0.014607331091555174	0.00014706700690817455	0.02935464244316785	0.06443442998520682	16210.800502258244	0.054800346601162224	0.023554569809130874
ti|390235|org|Pseudomonas_putida_W619	0.013289463979527332	0.011701764009126104	2944.0	0.011630217897657263	7.154611146884167e-05	0.025801967560731717	0.014127729710734309	3554.3390070048017	0.01083128631958853	0.009201624891687138
ti|303|org|Pseudomonas_putida	0.005230644317054125	0.004078128353723975	1026.0	0.004062229217842011	1.5899135881964814e-05	0.008844413312846598	0.007054427454474753	1774.7951855614854	0.005087723482228741	0.004483556318714078
ti|1331671|org|Pseudomonas_putida_H8234	0.0045504221318502245	0.05753102318888968	14474.0	0.057387930965952	0.00014309222293768333	0.009138140284387876	0.1494111047260568	37589.74219360972	0.12925202515243298	0.02459993799337006
ti|287|org|Pseudomonas_aeruginosa	0.003899407304402202	0.0014547709331997807	366.0	0.0014507961492292894	3.9747839704912034e-06	0.004114906922817864	0.002187278713887299	550.28870251205	0.0017767284348095681	0.001307703926291606
ti|267608|org|Ralstonia_solanacearum_GMI1000	0.0008246826130960792	0.001307703926291606	329.0	0.001307703926291606	0.0	0.0008246817792932731	0.0011367882155604843	286.0	0.0010692168880621338	9.93695992622801e-05
ti|361300|org|Pseudomonas_sp._J2	7.48167509596491e-05	3.5773055734420833e-05	9.0	3.5773055734420833e-05	0.0	7.481667227795001e-05	4.3360739956160376e-05	10.908955122610564	3.5773055734420833e-05	3.974783970491204e-05
ti|231023|org|Pseudomonas_putida_ND6	2.1227071661433354e-05	0.009257271867274014	2329.0	0.009257271867274014	0.0	0.0018798185377491001	0.07639447370357769	19219.780061188296	0.03721192753173865	0.0679171337037832
ti|302914|org|Pseudomonas_sp._HF-1	7.771048886601463e-07	0.00011924351911473611	30.0	0.00011924351911473611	0.0	7.771108856484713e-07	0.00015532055549042636	39.07647727361441	0.00013116787102620972	4.372262367540324e-05
ti|931281|org|Pseudomonas_putida_BIRD-1	6.607736023989801e-07	0.002150358128035741	541.0	0.001577989236285008	0.0005723688917507333	0.000189959779621956	0.007355236224733153	1850.474460835715	0.0028976175144880875	0.009662699832264117
ti|76869|org|Pseudomonas_putida_GB-1	5.970941533191991e-07	0.005660092373979474	1424.0	0.005656117590008983	3.9747839704912034e-06	0.016363894088547375	0.01943418053714879	4889.367744619115	0.01416215528686016	0.013609660314961882
ti|437561|org|bacterium_142412	3.4985302495093905e-07	0.0001033443832327713	26.0	0.0001033443832327713	0.0	3.498534422144681e-07	0.00010385713336983398	26.129000755983053	0.0001033443832327713	3.9747839704912034e-06
