Total Number of Aligned Reads:	218215	Total Number of Mapped Genomes:	11987
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|216597|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._SL1344	0.8678587854244195	0.7951607359714044	173516.0	0.7951057443347158	5.4991636688586946e-05	0.6023235762870683	0.5178820493749314	113009.63140435066	0.441972366702564	0.30839309854959557
ti|1081093|org|Salmonella_enterica_subsp._enterica_serovar_Gallinarum/pullorum	0.061129150199058194	0.12200352863002085	26623.0	0.12197145017528584	3.207845473500905e-05	0.1370732487169946	0.09083164325476727	19820.82703283904	0.0903650069885205	0.0844809018628417
ti|718274|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str.	0.03038787169971599	0.028050317347570058	6121.0	0.02795408198336503	9.623536420502716e-05	0.028471553306488574	0.03639500859726035	7941.936801051168	0.00823958023050661	0.20831290241275807
ti|439851|org|Salmonella_enterica_subsp._enterica_serovar_Dublin_str._CT_02021853	0.01570852978521676	0.0223861787686456	4885.0	0.022363265586692025	2.2913181953577892e-05	0.1240785772909436	0.08252291478547812	18007.73784991311	0.07590678917581284	0.10021767522855898
ti|605|org|Salmonella_enterica_subsp._enterica_serovar_Pullorum	0.005813082223361623	0.005247118667369338	1145.0	0.005237953394587907	9.165272781431157e-06	0.0046045533408602445	0.004178646083120892	911.8432550282255	0.004018972114657562	0.0022546571042320646
ti|584|org|Proteus_mirabilis	0.004003316635863162	0.004784272391907064	1044.0	0.00474761130078134	3.666109112572463e-05	0.003159717710358228	0.0026520571329056363	578.7186472570035	0.00197969892078913	0.0024929541965492746
ti|990282|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._UK-1	0.0038455139138409604	0.00332699401965951	726.0	0.0032903329285337854	3.666109112572463e-05	0.030264073444520277	0.040645293762269594	8869.412778333659	0.003125358018468025	0.228888939807071
ti|1171376|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._U288	0.0021753614119639944	0.001425199917512545	311.0	0.001379373553605389	4.5826363907155784e-05	0.013130403100594741	0.026039723203516725	5682.258198855402	0.0022088307403249088	0.1904360378525766
ti|439843|org|Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str.	0.0017805543792075683	0.002392136195953532	522.0	0.0023646403776092385	2.7495818344293473e-05	0.0027127378989317244	0.005719405115866305	1248.0599873587657	0.0022592397406227802	0.03853080677313658
ti|59201|org|Salmonella_enterica_subsp._enterica	0.0015212952503829223	0.0010815021882088765	236.0	0.0010585890062552988	2.2913181953577892e-05	0.0014953145914590492	0.001311016116588172	286.08338188128795	0.000957771005659556	0.0031986802007194738
ti|568708|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._D23580	0.0014409886956306638	0.000902779368970969	197.0	0.000902779368970969	0.0	0.010402614438781042	0.021761798452134204	4748.750849232465	0.0011273285521160323	0.17552413903718808
ti|90371|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium	0.0011529839198740949	0.004092294296909012	893.0	0.004087711660518296	4.5826363907155786e-06	0.002200117996228471	0.00921581784040154	2011.0296900432218	0.004669706482139175	0.04117040533418876
ti|85569|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._DT104	0.0005141737970507411	0.0005911600944023096	129.0	0.0005865774580115941	4.5826363907155786e-06	0.000542292686423435	0.0007585729281323766	165.53199151240656	0.0005774121852301629	0.0012143986435396283
ti|221029|org|Enterobacteria_phage_ST104	0.00042373559558112067	0.0002703755470522191	59.0	0.0002703755470522191	0.0	0.001136757413039325	0.0013222110016555863	288.52627372627376	0.0004032720023829709	0.002868730380587952
ti|454169|org|Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476	0.0003612432527101957	0.0012556423710560686	274.0	0.0012556423710560686	0.0	0.011313217964002744	0.013059677421508898	2849.8175085345642	0.0013197992805260867	0.10077675686822629
ti|1016998|org|Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7	0.0002853150624107536	0.0010310931879110052	225.0	0.0010310931879110052	0.0	0.008707008840640894	0.010208743012408407	2227.7008564527005	0.002089682194166304	0.06949109822881104
ti|99287|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2	0.00025122938138351944	0.00020621863758220105	45.0	0.00020621863758220105	0.0	0.002784338045526753	0.016504817136609666	3601.598671465278	0.00033453245652223724	0.15272094035698738
ti|287|org|Pseudomonas_aeruginosa	0.0002338590656990737	0.00015580963728432966	34.0	0.00015580963728432966	0.0	0.00018247965212595508	0.00019578113693039664	42.7223807952665	8.248745503288042e-05	0.0012098160071489128
ti|909946|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._ST4/74	0.0001829532492486562	0.0001054006369864583	23.0	0.0001054006369864583	0.0	0.004527592476967428	0.017770902224494248	3877.8774289180124	0.0010677542790367299	0.15803221593382674
ti|936157|org|Salmonella_enterica_subsp._enterica_serovar_Weltevreden_str.	0.0001418333271339218	0.0003849414568201086	84.0	0.0003849414568201086	0.0	0.002262036475528311	0.005340414470496349	1165.3585436793608	0.0009211099145338313	0.051815869669821046
ti|509173|org|Acinetobacter_baumannii_AYE	0.00012619847693004667	9.165272781431157e-05	20.0	9.165272781431157e-05	0.0	0.0001261975653782078	0.00020226764167143648	44.13783342733251	7.332218225144926e-05	0.0010310931879110052
ti|714583|org|Salmonella_phage_ST160	0.00012419785281034225	0.000261210274270788	57.0	0.000261210274270788	0.0	0.00035324336184601804	0.0003212868366501253	70.1096070596071	0.00022913181953577893	0.0005728295488394474
ti|192955|org|Salmonella_enterica_subsp._enterica_serovar_Kentucky	0.00010685111559823056	0.00016497491006576084	36.0	0.00016497491006576084	0.0	0.0008790849847580553	0.0007860000652324128	171.51700423469097	0.0003849414568201086	0.0015306005544990034
ti|351745|org|Shewanella_sp._W3-18-1	9.588431497160883e-05	0.00043993309350869557	96.0	0.00043993309350869557	0.0	0.00020055642721072267	0.00046590136638941713	101.66666666666666	0.0004536810026808423	2.2913181953577892e-05
ti|316401|org|Escherichia_coli_ETEC_H10407	6.212953725855541e-05	0.00031620191095937494	69.0	0.00031620191095937494	0.0	6.582528166703015e-05	0.0003033345690607192	66.19215298758485	0.00027495818344293473	0.0002703755470522191
ti|1127357|org|Salmonella_phage_SPN9CC	5.2585953638094435e-05	0.000490342093806567	107.0	0.000490342093806567	0.0	0.0002388527838678223	0.0005179612908229176	113.02692307692296	0.0004216025479458332	0.00031620191095937494
ti|615|org|Serratia_marcescens	3.980577716241073e-05	3.666109112572463e-05	8.0	3.666109112572463e-05	0.0	3.973993213416159e-05	5.874098950937297e-05	12.818165025787822	3.666109112572463e-05	0.00024746236509864126
ti|149539|org|Salmonella_enterica_subsp._enterica_serovar_Enteritidis	3.961201162319436e-05	0.00026579291066150355	58.0	0.00026579291066150355	0.0	0.0016499404932180345	0.0015588345113176408	340.161072887179	0.0014847741905918475	0.0038265013862475083
ti|550538|org|Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287/91	3.606328829405216e-05	4.5826363907155784e-05	10.0	4.5826363907155784e-05	0.0	0.0002989077985107553	0.003967942207158344	865.8645087350579	0.00016039227367504525	0.052943198221937084
