Total Number of Aligned Reads:	242980	Total Number of Mapped Genomes:	15896
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|198094|org|Bacillus_anthracis_str._Ames	0.8179316774922557	0.7653181331796856	185957.0	0.7653099020495514	8.23113013416742e-06	0.7498677443084851	0.6510832466206639	158200.2072638889	0.6303152522841386	0.06607951271709606
ti|405535|org|Bacillus_cereus_AH820	0.10219281608642021	0.0615729689686394	14961.0	0.061564737838505225	8.23113013416742e-06	0.0943643672940903	0.074241946838438	18039.308242803665	0.056300930117705164	0.03775619392542596
ti|1396|org|Bacillus_cereus	0.04414553210853309	0.026137953741048645	6351.0	0.02610914478557906	2.8808955469585974e-05	0.027421064492372423	0.013985133367096671	3398.1077055371493	0.010000823113013417	0.017227755370812413
ti|405534|org|Bacillus_cereus_AH187	0.010394136098276822	0.007807226932257799	1897.0	0.007778417976788213	2.8808955469585974e-05	0.006835212708453109	0.005778192105330345	1403.9851177531673	0.004329574450572063	0.012618322495678657
ti|572264|org|Bacillus_cereus_03BB102	0.00512452105376105	0.016565149395011934	4025.0	0.016511647049139846	5.350234587208824e-05	0.020762311737050065	0.030936582235473027	7516.970751575236	0.026393118775207836	0.019351386945427606
ti|260799|org|Bacillus_anthracis_str._Sterne	0.004757827604968224	0.003539385957691991	860.0	0.003539385957691991	0.0	0.018733933859065157	0.015756314237748415	3828.46923348811	0.005440777018684666	0.041896452382912175
ti|714359|org|Bacillus_thuringiensis_BMB171	0.003340565962978739	0.005683595357642604	1381.0	0.005535435015227591	0.00014816034241501357	0.011789301062444602	0.008026250757309714	1950.2184090111143	0.004778171042884188	0.01476253189562927
ti|451708|org|Bacillus_cereus_H3081.97	0.002714091118335225	0.004572392789530003	1111.0	0.0045476993991275	2.4693390402502263e-05	0.005466100756906091	0.00625003429637557	1518.633333333336	0.005403736933080912	0.004346036710840398
ti|281309|org|Bacillus_thuringiensis_serovar_konkukian_str._97-27	0.00194435548636994	0.0015968392460284798	388.0	0.0015968392460284798	0.0	0.0073269979606925065	0.009402789510415949	2284.689795240867	0.0035064614371553213	0.02097291958185859
ti|405532|org|Bacillus_cereus_B4264	0.0013185379770368766	0.027858259939089636	6769.0	0.027380854391307927	0.00047740554778171043	0.004303527058880329	0.026141588493820714	6351.883172228557	0.024351798501934314	0.008231130134167422
ti|261594|org|Bacillus_anthracis_str._Ames_Ancestor	0.001212312606319107	0.0008601530990204955	209.0	0.0008519219688863281	8.23113013416742e-06	0.01055200099918985	0.009325008343346552	2265.790527266345	0.003839822207589102	0.030208247592394436
ti|347495|org|Bacillus_cereus_F837/76	0.000953067467039705	0.0018108486295168326	440.0	0.0017573462836447443	5.350234587208824e-05	0.003072363617410496	0.004696900974590512	1141.2529988060026	0.002588690427195654	0.013902378796608774
ti|405531|org|Bacillus_cereus_G9842	0.0009158613750262461	0.01694789694625072	4118.0	0.01667215408675611	0.0002757428594946086	0.002704836222100176	0.02332337340134412	5667.113269058594	0.02192773067742201	0.005839986830191785
ti|361100|org|Bacillus_cereus_Q1	0.0006966413266111362	0.005391390237879661	1310.0	0.005391390237879661	0.0	0.0019153053388275983	0.007264071355349985	1765.0240579229394	0.006535517326528933	0.007095234175652317
ti|32630|org|synthetic_construct	0.0006193220223788779	0.0009095398798255	221.0	0.0009095398798255	0.0	0.012840132129588485	0.010385790724845982	2523.539430323077	0.0013992921228084616	0.024541114495020167
ti|1217984|org|Bacillus_cereus_FRI-35	0.0005557085469495428	0.049662523664499136	12067.0	0.04921392707218701	0.0004485965923121245	0.004278871471517181	0.06707000340756067	16296.669427969093	0.0650341591900568	0.008527450818997449
ti|703038|org|Bacillus_phage_11143	0.0004653336373370771	0.0005267923285867149	128.0	0.0005267923285867149	0.0	0.0008420717150784986	0.0009109117348478621	221.3333333333335	0.0007654951024775702	0.0005679479792575521
ti|222523|org|Bacillus_cereus_ATCC_10987	0.00022526238590606424	0.0003004362498971109	73.0	0.00029632068483002714	4.11556506708371e-06	0.012232545693012034	0.007078147197703816	1719.8482060980732	0.00469174417647543	0.01620297966910857
ti|1392|org|Bacillus_anthracis	0.00013440108376102636	0.0001975471232200181	48.0	0.0001975471232200181	0.0	0.000380104865240679	0.0007343030823275172	178.4209629439401	0.0002716272944275249	0.006037533953411804
ti|1591|org|Lactobacillus_sp.	9.865355687304875e-05	7.408017120750679e-05	18.0	7.408017120750679e-05	0.0	9.865350842783626e-05	0.00011784234642083026	28.633333333333336	7.408017120750679e-05	0.00011112025681126018
ti|288681|org|Bacillus_cereus_E33L	8.071949348743288e-05	0.000967157790764672	235.0	0.0009506955304963372	1.646226026833484e-05	0.0013272087039738997	0.003989459663368051	969.3589090051692	0.002485801300518561	0.009688040167915055
ti|412694|org|Bacillus_thuringiensis_str._Al_Hakam	6.481231354691273e-05	0.0003745164211046177	91.0	0.0003745164211046177	0.0	0.0006838445072100198	0.0028655716545102528	696.2766006129012	0.0010782780475759321	0.013334430817351223
ti|930170|org|Bacillus_thuringiensis_serovar_finitimus_YBT-020	4.208885521384319e-05	0.0003004362498971109	73.0	0.0003004362498971109	0.0	0.00019558409537433717	0.0008940120900527688	217.22705764102176	0.00037863198617170136	0.0067618734052185365
ti|334406|org|Bacillus_cereus_NC7401	3.422941423174417e-05	0.0002304716437566878	56.0	0.00022635607868960408	4.11556506708371e-06	0.001452375490140666	0.0026835675560906006	652.0532447788942	0.0016709194172359865	0.010153099020495514
ti|1428|org|Bacillus_thuringiensis	2.9006638820118575e-05	7.408017120750679e-05	18.0	7.408017120750679e-05	0.0	3.505648459576498e-05	0.00047616629618036065	115.69888664590403	7.408017120750679e-05	0.0046793974812741786
ti|226900|org|Bacillus_cereus_ATCC_14579	5.100633163216118e-06	0.00014404477734792986	35.0	0.00014404477734792986	0.0	5.202221901513301e-05	0.0006370303923693861	154.78564473791343	0.0002757428594946086	0.005062145032512964
ti|180860|org|Bacillus_thuringiensis_serovar_tochigiensis	2.44401024769259e-06	0.00020989381842126924	51.0	0.00020989381842126924	0.0	8.70884420947818e-06	0.00028245727101374347	68.63146771091938	0.00026339616429335745	0.00014816034241501357
ti|180858|org|Bacillus_thuringiensis_serovar_chanpaisis	8.10863076839495e-07	5.350234587208824e-05	13.0	5.350234587208824e-05	0.0	6.965549169879284e-06	7.202238867396493e-05	17.5	6.996460614042307e-05	4.11556506708371e-06
ti|1286404|org|Bacillus_thuringiensis_serovar_thuringiensis_str._IS5056	5.5788965396596704e-08	6.173347600625565e-05	15.0	6.173347600625565e-05	0.0	3.678941967513895e-05	0.0004218889270845796	102.51057150301115	0.00011112025681126018	0.003584657173429912
ti|568206|org|Bacillus_anthracis_str._CDC_684	5.2336550344442986e-08	1.646226026833484e-05	4.0	1.646226026833484e-05	0.0	3.890992070107344e-06	0.0018139537768785197	440.7544887059427	5.761791093917195e-05	0.01663511400115236
ti|180891|org|Bacillus_thuringiensis_serovar_sooncheon	3.7997852306070756e-08	0.00012758251707959502	31.0	0.00012758251707959502	0.0	3.8010767011401504e-08	0.00016256482014980657	39.5	0.0001605070376162647	4.11556506708371e-06
ti|86662|org|Bacillus_weihenstephanensis	1.1087008410819327e-08	7.81957362745905e-05	19.0	7.81957362745905e-05	0.0	1.1290685557419274e-08	0.00010964056638822526	26.640464821010973	9.465799654292534e-05	4.1155650670837104e-05
ti|637380|org|Bacillus_cereus_biovar_anthracis_str._CI	5.570975508978639e-09	2.8808955469585974e-05	7.0	2.8808955469585974e-05	0.0	3.661768234643514e-06	0.0022001911971066567	534.6024570729754	0.0002675117293604412	0.012643015886081159
