Total Number of Aligned Reads:	175360	Total Number of Mapped Genomes:	15563
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|1204343|org|Bacillus_subtilis_BEST7613	0.8841254382964308	0.8699646441605839	152557.0	0.8699190237226277	4.562043795620438e-05	0.49827693102802045	0.4673532022450532	81955.05754569253	0.17604356751824818	0.6747091697080292
ti|1204342|org|Bacillus_subtilis_BEST7003	0.10192751701756159	0.08768248175182482	15376.0	0.08767677919708029	5.702554744525547e-06	0.4220100968513895	0.3981137455731326	69813.22642370453	0.11200387773722628	0.6675809762773722
ti|1423|org|Bacillus_subtilis	0.010078879790715081	0.014695483576642335	2577.0	0.01468978102189781	5.702554744525547e-06	0.037564505577284336	0.03772122345701737	6614.793745422565	0.011673129562043796	0.08213389598540145
ti|655816|org|Bacillus_subtilis_subsp._spizizenii_str._W23	0.0015370192075475461	0.008599452554744525	1508.0	0.00859375	5.702554744525547e-06	0.002161488813970656	0.006265015757866246	1098.633163299425	0.004613366788321168	0.007048357664233577
ti|1220533|org|Bacillus_subtilis_QB928	0.0014647003513693331	0.0014370437956204378	252.0	0.0014370437956204378	0.0	0.012623888029468691	0.016636187761882748	2917.3218859237586	0.0021840784671532847	0.06343521897810218
ti|535026|org|Bacillus_subtilis_subsp._subtilis_str._NCIB_3610	0.00035475700161192975	0.0005531478102189781	97.0	0.0005531478102189781	0.0	0.00045314869120911735	0.0006768200040640599	118.68715591267355	0.00048471715328467154	0.0008154653284671532
ti|1147161|org|Bacillus_subtilis_subsp._subtilis_6051-HGW	0.00032504343004522205	0.00030793795620437955	54.0	0.00030793795620437955	0.0	0.015581315892496091	0.018801256009140687	3296.988253762911	0.010943202554744525	0.06062956204379562
ti|881626|org|Cloning_vector_pYFPamy	8.851861641868137e-05	0.00033074817518248176	58.0	0.00033074817518248176	0.0	5.5454148380009405e-05	0.00018400183057920311	32.26656101036906	0.0001824817518248175	0.00018818430656934306
ti|1227747|org|Bacillus_subtilis_Miyagi-4	3.3798625895202885e-05	0.00014256386861313867	25.0	0.00014256386861313867	0.0	3.488898594087148e-05	0.0001788090350191171	31.355952380952374	0.00014256386861313867	0.0001938868613138686
ti|1127744|org|Bacillus_sp._JS	3.0985897666209746e-05	0.008394160583941606	1472.0	0.008394160583941606	0.0	0.0016274600706026022	0.01630161039337836	2858.650398582829	0.015465328467153285	0.006518020072992701
ti|1052585|org|Bacillus_subtilis_subsp._spizizenii_TU-B-10	1.3923299968869763e-05	0.003153512773722628	553.0	0.003153512773722628	0.0	0.00021993075314888336	0.006635357804928645	1163.5763446722872	0.006130246350364963	0.004664689781021898
ti|7038|org|Bemisia_tabaci	6.28331202609065e-06	0.00015967153284671533	28.0	0.00015967153284671533	0.0	6.2833040134362996e-06	0.00015997946416772713	28.05399883645263	0.00015967153284671533	0.0
ti|936156|org|Bacillus_subtilis_BSn5	5.389575944533126e-06	6.272810218978102e-05	11.0	6.272810218978102e-05	0.0	6.2549278698186245e-06	0.0015359041912377629	269.3361589754541	6.272810218978102e-05	0.01167883211678832
ti|135461|org|Bacillus_subtilis_subsp._subtilis	4.661919257124923e-06	1.7107664233576644e-05	3.0	1.7107664233576644e-05	0.0	4.684621275194261e-06	0.00044158445204642944	77.43624951086187	1.7107664233576644e-05	0.0023608576642335766
ti|1225788|org|Bacillus_amyloliquefaciens_subsp._plantarum_AS43.3	2.060887017420458e-06	0.0041742700729927	732.0	0.0041571624087591245	1.7107664233576644e-05	1.5232734548565769e-05	0.003997248162924241	700.9574378503949	0.003735173357664234	0.0032846715328467154
ti|1192196|org|Bacillus_subtilis_subsp._subtilis_str._BSP1	9.363156963370644e-07	2.281021897810219e-05	4.0	2.281021897810219e-05	0.0	0.0012414867537027786	0.002362829202712165	414.3457289876053	0.0001311587591240876	0.015488138686131386
ti|1091041|org|Bacillus_amyloliquefaciens_IT-45	4.642662997391189e-08	0.0001938868613138686	34.0	0.0001938868613138686	0.0	1.808366931053305e-06	0.0015361657011463636	269.3820173530263	0.0012203467153284672	0.0031934306569343066
ti|227866|org|Bacillus_tequilensis	2.7385500415611298e-08	5.132299270072993e-05	9.0	5.132299270072993e-05	0.0	9.139366331141012e-06	7.238290639961927e-05	12.693066466237235	5.132299270072993e-05	0.0001824817518248175
ti|1404|org|Bacillus_megaterium	1.2643368745856032e-08	5.702554744525547e-05	10.0	5.702554744525547e-05	0.0	1.2766262153825523e-08	6.339292821387435e-05	11.116583891585007	6.272810218978102e-05	0.0
