Total Number of Aligned Reads:	80804	Total Number of Mapped Genomes:	6931
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|1163389|org|Francisella_noatunensis_subsp._orientalis_str._Toba_04	0.9970031744878262	0.9376020989059948	75762.0	0.9375773476560566	2.4751249938121876e-05	0.9959245435752394	0.9036278929268364	73016.74826006009	0.8997450621256373	0.009368348101579129
ti|299583|org|Francisella_noatunensis_subsp._orientalis	0.0013451297049472306	0.0012375624969060937	100.0	0.0012251868719370328	1.2375624969060938e-05	0.0013451255060380734	0.003928143389751418	317.4096984654736	0.0014850749962873125	0.006930349982674125
ti|526629|org|Francisella_sp._LADL_07-285A	0.0012741349937424996	0.0014726993713182516	119.0	0.0014726993713182516	0.0	0.0012738109322058527	0.0016385431810697747	132.40084320316208	0.0015098262462254345	0.001596455621008861
ti|484022|org|Francisella_philomiragia_subsp._philomiragia_ATCC_25017	0.00020545660692464871	0.011286569971783575	912.0	0.011261818721845453	2.4751249938121876e-05	0.001068296557899596	0.009058832268357077	731.9898826123252	0.008403049353992376	0.002524627493688431
ti|657445|org|Francisella_noatunensis	7.640264351987983e-05	0.006422949358942626	519.0	0.006410573733973566	1.2375624969060938e-05	0.000111733565985214	0.008631500198291927	697.4597420227808	0.007994653730013365	0.0022152368694619076
ti|519983|org|Francisella_sp._PQ1104	4.893829096473633e-05	0.0003712687490718281	30.0	0.0003712687490718281	0.0	4.8939714888759843e-05	0.0004593418989187633	37.11666280023175	0.00014850749962873124	0.002363744369090639
ti|360196|org|Francisella_noatunensis_subsp._noatunensis	4.069566835272631e-05	0.00048264937379337655	39.0	0.00048264937379337655	0.0	5.612887856532704e-05	0.000549533796626004	44.40452890256763	0.00033414187416464533	0.0010890549972773626
ti|539329|org|Francisella_philomiragia_subsp._philomiragia_ATCC_25015	2.4691844940376873e-06	0.0005445274986386813	44.0	0.0005445274986386813	0.0	4.560889730450344e-06	0.000891233268506304	72.01521302838339	0.0005321518736696203	0.001782089995544775
ti|401614|org|Francisella_novicida_U112	2.053667438807297e-06	0.03454036928864908	2791.0	0.03454036928864908	0.0	1.6217964628274571e-06	0.027434060925758494	2216.7818590449892	0.02006088807484778	0.010123261224691846
ti|573569|org|Francisella_sp._TX077308	1.5338207361396898e-06	0.005618533735953665	454.0	0.005593782486015544	2.4751249938121876e-05	0.00016123450981983295	0.007107619963891561	574.3241235622937	0.004083956239790109	0.006757091233107272
ti|1001534|org|Francisella_tularensis_subsp._tularensis_TI0902	1.0930980264189289e-08	0.00042077124894807186	34.0	0.00042077124894807186	0.0	2.8726846898918366e-07	0.00841506845201096	679.9711911962936	0.002338993119152517	0.013006781842483045
